bo,title,genres,budjet,year,rating,peoplesID,mid,date
24255205,TMNT,"Action,Adventure,Animation,Comedy,Family,Fantasy,Sci-Fi",34000000,2007,39567|6.3|0000122101,|39871|26740|13213|49646|49871|52662|57685|68935|20282|76207|77890|11442|90730|93799|102178|106739|5|114412|116313|119897|126603|136221|138116|139317|144994|14238|35335|154289|154506|163211|163766|3989|183926|190617|190666|192915|193484|194196|208446|210288|228239|233948|236720|15643|18782|21420|23041|24843|25553|26740|32415|37035|37119|13213|2059,4834,2007/3/23
24641,Standard Time,"Musical,Romance",0,2002,217|5.9|0000011101,7739|10737|32807|47518|47655|38666|50062|56321|59208|59286|71665|74137|79080|107754|109193|113848|116790|123777|145559|150817|160504|166273|5327|5887|173180|189971|193516|201246|201797|204087|27361|204673|215427|217625|32807|32545|32764|33732|10737|2150,2690,2003/11/16
3504671,Buddy,"Adventure,Comedy,Drama,Family",0,1997,1620|4.7|0001210000,7668|25397|41402|14480|48997|66212|66287|66783|10985|76896|77338|83062|84938|89726|91519|92102|96152|109253|112886|137568|145104|147752|148289|156083|157014|158162|162595|163001|165025|167312|4118|176565|193531|200465|201318|33134|234306|15287|10910|21967|24070|25397|30320|33955|14480|2174,789,1997/6/8
6345,Los novios b?lgaros,"Comedy,Crime,Drama,Romance",0,2003,625|5.5|0000121100,9069|23329|40608|12118|41782|45407|47002|48147|52897|53724|71779|75889|84236|23329|96861|111745|112042|126015|126868|126997|131566|132994|153517|160879|166694|6082|170029|208063|214938|216797|219667|225881|228882|18059|18728|22163|22650|23329|30678|30679|31227|12118|477,3628,2004/5/2
217,Trojan War,Comedy,15000000,1997,3780|5.2|0000111001,9839|17772|41983|49899|62745|62841|67122|69382|74705|79809|82068|86986|89640|90091|102240|106989|5737|109151|111003|113531|114973|115855|122616|125527|133211|137024|142333|145155|156343|157147|36324|158808|37481|166362|166363|167312|4456|170646|171360|183649|189932|192599|195504|202422|206953|209048|225004|232305|235682|19363|21995|22874|27402|35296|12075|3124,1093,1997/9/28
33004000,Are We Done Yet?,"Comedy,Drama,Family",0,2007,11070|3.6|2011100001,9963|38768|40099|40375|42029|42191|47668|55251|10978|83953|99000|25256|100891|101615|112647|117604|123198|152186|152189|159388|4351|169656|199844|205510|210157|218610|15373|10725|19236|10978|19739|22213|23789|28055|29898|32150|33399|10725|1290,4468,2007/4/15
7717309,The Invisible,"Crime,Drama,Fantasy,Mystery,Thriller",30000000,2007,24506|6.1|0000112101,9049|11063|42708|43626|63641|65692|72888|74053|79438|79723|81463|93194|94630|95127|95145|102546|114892|118476|121758|127413|5|137458|145473|146843|154405|155633|164938|4085|168905|193990|194327|198707|203940|204514|206330|222566|223322|236922|16063|16329|16852|20774|22621|28018|31723|33066|35131|11730|260,4628,2007/4/29
959,Daylight,"Horror,Thriller",0,2010,142|4.9|0001101101,|10276|40286|41618|41769|53744|40286|41618|128502|136900|152235|7347|41769|16928|21988|24571|26255|27087|28155|28881|31849|36465|36652|10276|1716,6754,2011/7/17
5513,Killing Kasztner,"Biography,Documentary",0,2008,60|7|10..010112,|18937|13853||5809||18937|21290|28330|13853|33334|34099|35699|38301|13853|969|998|1667|1814|2857,6162,2009/10/25
9631359,Pay It Forward,Drama,40000000,2000,66010|6.9|0000012211,8629|20333|40770|49518|51383|53349|55362|62650|67369|71370|73222|73980|74814|75170|75415|79003|80492|94064|101914|101933|116025|117114|119705|121352|125849|127561|128785|128786|130379|134189|135090|136081|136105|14273|151722|154855|163166|163541|37510|163744|6298|169362|170795|173226|173714|180817|182948|183628|184609|187155|188069|188702|12093|200466|201095|201875|204819|220791|226587|228412|230954|231280|233178|234136|234680|15056|18235|27412|28944|32341|36322|12592|3310,2274,2000/10/22
45033454,Daredevil,"Action,Crime,Fantasy,Sci-Fi,Thriller",78000000,2003,110375|5.4|0001121000,7567|12235|10039|46054|48833|49615|52436|53234|55114|55973|57594|59564|64764|66124|5|67114|74322|75182|20633|77938|78008|21211|11397|80140|83365|86529|87157|88887|89175|94026|94452|95313|96680|99935|102079|102215|105279|27152|110930|113388|114612|115975|119752|13069|120309|120606|122218|126263|127160|128280|128594|129269|30970|2727|134361|136986|137314|139321|140799|145264|148983|14238|150468|152355|154936|157760|162129|37658|164619|165200|165309|6637|181752|184631|184819|187619|22208|190636|198732|205671|208807|210386|213969|215749|218091|219397|221767|229565|234263|15564|18206|19300|19427|20149|21278|21695|27152|29295|37658|37826|12235|684,2952,2003/2/16
24566446,Eraser,"Action,Crime,Drama,Mystery,Sci-Fi,Thriller",100000000,1996,57239|5.9|0000122100,7875|39382|40382|42444|47717|50630|51216|51807|51947|53218|53903|53940|60094|60638|61456|62848|63613|64208|64230|65043|65564|65850|66177|67988|68427|80822|80937|80971|81861|82255|82538|86171|87796|88662|91589|95714|103317|103656|105642|106234|106927|109929|111172|112180|113314|113791|28279|114536|115625|118079|120698|120810|124901|126711|126806|129861|130545|133553|137349|140019|140043|140747|143866|33825|145857|146622|147102|147252|148292|148568|149475|152006|152634|154460|155888|157386|159374|160473|161988|166390|6963|196132|206669|207185|211946|233362|37711|235179|17609|18116|26378|26379|31422|13893|35705|13893|1295,527,1996/6/23
13740644,There's Something About Mary,"Comedy,Romance",23000000,1998,169196|7.1|0000012210,10001|11099|11392|11393|35452|44488|44489|44956|47192|50008|50862|51699|51876|54507|54622|17623|58917|59315|63540|63870|5|64910|65180|65988|66747|66765|69690|70403|71618|72960|11168|39902|77940|78686|78819|80623|80624|21768|83207|83742|83905|84555|84911|85023|86701|87610|87611|87629|88320|88327|98549|100063|100411|107321|108148|108620|109202|117631|119641|29223|119832|120345|121591|29587|122282|123441|123736|123799|125190|125530|131362|131447|133654|135346|6652|138883|139878|140474|32856|145896|146493|146848|148807|14341|152357|152479|153248|153930|154267|158186|158225|164470|6652|169514|169557|172880|175866|176571|181075|184533|187634|187636|187638|188704|188867|190182|190734|192609|195860|196609|5|201446|205594|208415|210329|211422|214424|214479|214509|214984|216748|218087|218270|220883|221620|223775|224891|225162|6962|229518|229933|234164|235315|16378|18501|11392|11393|21495|23924|13817|14319|36000|37451|11392|11393|1561,1377,1998/7/19
16017141,Final Destination 2,"Horror,Mystery",26000000,2003,77944|6.2|0000122100,9963|10547|11783|32188|45098|52169|55342|61887|63953|68437|68526|74369|74778|80034|87530|92432|95919|102018|103821|106923|107625|112047|129297|135036|135637|148223|151692|151704|154526|156384|7343|168955|175530|178464|181088|181727|193248|194570|197201|198171|202139|203043|203264|206428|208400|212596|216665|221246|226788|230774|17394|20937|23104|23623|29656|31337|32188|38424|11327|495,3204,2003/2/2
4210,Looking for Kitty,"Comedy,Drama",250000,2004,688|5.7|0000122100,7648|10633|49708|10633|60818|61446|84451|101458|105638|130277|4985|7344|169380|176077|185449|210337|219903|17147|17437|10633|18546|23774|12333|27877|37349|10633|2844,4208,2006/9/3
13510482,Cop Land,"Crime,Drama,Thriller",10000000,1997,49785|6.9|0000013200,8873|12840|46244|52337|10365|53547|58282|59326|59787|59788|39240|62145|62420|64899|66673|67353|68890|69341|11076|71769|73857|75236|75870|76834|77181|83840|85302|90711|92623|92795|99335|100802|101662|25782|107285|27595|110501|111841|113915|121888|123603|124711|127632|127959|130540|31123|131350|13683|137531|138718|141428|145671|148244|149698|150330|14300|151764|159793|160314|164721|165355|167052|6947|169036|186805|187446|188902|190359|191894|194339|199456|203782|203809|212029|33847|230742|22821|26357|29371|30752|31728|35643|35907|37326|37328|37954|12840|951,814,1997/8/17
31702,Chik yeung tin si,"Action,Adventure,Comedy,Crime,Drama,Romance,Thriller",0,2002,5265|6.7|0000012101,8069|9984|26947|80773|88940|91959|100906|103720|105693|105975|106687|106715|107557|113906|134210|143577|145371|149809|154076|154471|161060|161079|161690|161691|5556|7129|195887|202450|202789|211296|216529|225355|235496|236725|18730|14930|1730,3100,2003/9/14
15667,5x2,"Drama,Romance",0,2004,5894|6.6|0000012100,7984|38919|13422|47163|52133|57628|62881|63432|64355|81915|111192|125112|141197|143074|154367|6707|10600|176726|183669|187337|189053|200719|215698|20030|20604|29474|13422|1932,3631,2005/6/12
4801,The Souler Opposite,"Comedy,Drama",0,1998,137|5.6|0000102002,7761|12295|46911|55803|59681|65426|79606|91193|100690|12295|101917|105388|106925|118594|119066|125088|126394|126561|126788|13637|32365|138361|140378|150752|157896|165258|5298|169423|181801|183164|190379|199534|199535|202160|206149|206512|208557|209743|211370|217729|221236|225032|229117|235199|236456|18977|12295|281,1050,1998/10/4
10061,L'ivresse du pouvoir,Drama,0,2006,1968|6.4|0000122100,7985|38800|10758|48034|49994|53125|56039|56093|56289|58505|62907|63538|69562|71491|75022|75242|75251|84803|88433|88638|100331|108764|122330|124959|125324|126151|126779|129519|131854|137494|142272|145014|159887|159928|165234|4372|177937|180849|187593|191394|192994|197112|201851|201903|207500|210425|22072|22659|24750|10758|3131,4965,2007/1/7
8457,Shanghai Red,Drama,0,2006,86|5.3|0001211001,8247|10937|51923|59244|84080|111782|152842|6131|211297|230559|38015|18933|10937|27873|38015|10937|1674,4994,2010/2/21
1800,When I Die,"Comedy,Documentary,Drama",800,2009,7|5.4|...1....17,|27914|3826|15030|45113|49203|52709|55186|75063|76210|94581|27914|117829|141551|150740|153322|154589|154593|38455|3826||194980|197842|216070|227423|38456|236827|15030|27914|31509|38455|38456|3826|3826|3826,7345,2009/9/14
200645,Apollo 13,"Drama,History",62000000,1995,139454|7.5|0000002311,9493|39162|41119|41462|42562|45933|46256|47030|47968|10227|50909|53039|16616|53207|54155|54502|55032|56000|58592|60901|62646|64588|65352|66473|66564|19228|68207|68452|68879|68907|71429|75224|75717|76920|79593|86382|86383|87854|88147|23542|11856|11886|94354|95254|95302|95791|95851|96091|98242|98440|101494|41119|110470|12734|41462|114297|114767|114821|115972|116956|117942|12984|119510|119919|120108|29644|125557|127020|13493|5|136274|137704|138654|141262|141314|145592|147103|34606|148528|150159|159552|36916|163260|163435|163443|163624|164561|165853|166157|166398|167131|5348|184618|193862|24562|196603|196612|198306|201996|204606|205143|205257|205780|207532|207904|208457|218970|219631|220015|222014|223611|234880|17189|23046|23542|30760|31697|36754|12059|723,370,2002/9/22
179268,Children of Men,"Adventure,Drama,Sci-Fi,Thriller",76000000,2006,252152|7.9|0000001222,9758|38662|10976|40000|40834|42167|42943|48193|53452|54179|57851|60304|60456|64030|66773|69076|70465|74025|75473|76277|76592|79124|79547|84964|89849|91543|91968|94903|95955|96225|96760|101850|102459|104157|104751|105031|106215|106289|108516|109007|109265|114002|115152|119226|13201|123828|127510|128984|30844|133507|134799|142839|145890|146239|147157|156532|157310|161976|162051|163332|165864|166546|7141|170682|170987|179972|183029|183552|188037|191755|192652|192812|194689|196633|197150|198007|199783|206464|208046|209165|209725|210264|211684|215072|216732|220467|228528|231583|232197|234360|236021|10016|16670|16955|18266|26735|30274|34348|34770|34827|10976|2051,2111,2006/12/24
1351980,The Art of Getting By,"Drama,Romance",0,2011,18387|6.4|0000012101,9103|14811|47112|66616|77539|81629|93401|109095|27386|127310|138867|36539|6563|182312|185333|193818|193964|218208|219702|220963|222959|224248|34500|227083|37768|15941|15946|18046|19672|22705|23034|23284|27386|28456|28885|31516|31939|35636|37084|14811|1867,7568,2011/6/26
11287,Rang zidan fei,"Action,Comedy,Western",18000000,2010,3751|6.9|0000011212,7974|40449|12215|41368|43022|43697|43932|63824|64453|11404|84080|95493|12215|98838|109918|146110|146154|43697|166764|168050|5307|203337|210372|236752|12215|25751|27095|36437|38152|38161|38405|12215|3820,7328,2012/3/4
7703551,Flicka,"Adventure,Drama,Family",15000000,2006,4189|5.8|0000121001,8886|26353|42117|42689|59615|90044|106117|117735|118176|126506|127049|133015|138986|143108|145117|153487|153488|153876|154443|164722|7546|173237|183739|186784|205409|212162|220757|236307|236678|23540|30234|12930|2400,4618,2006/10/22
33616,The Greatest,"Drama,Romance",6000000,2009,4567|6.6|0000012101,9083|11416|53728|56540|56948|17536|59813|62857|65016|69324|71085|78495|78811|80517|89361|124609|132634|138905|140601|143156|144967|146146|147751|154642|4069|169473|172819|175092|177447|181410|182082|186441|189223|191477|195164|195895|195982|202024|208435|210928|212212|212523|214461|5|222959|33425|224009|224591|231565|17536|17989|18082|18487|20183|23783|24574|25704|26560|30010|30231|33541|35109|11416|151,6658,2010/4/4
8480,WMD: Weapons of Mass Deception,"Documentary,News",0,2004,359|7.5|0000002112,||48012|59689|63866|93679|99414|114917|127572|136461|13781|141416|||12466|31555|14002|34590|14002|,4224,2004/12/12
62842,Sound City,"Documentary,Music",0,2013,2296|7.7|0000001222,|13129|47525|50748|52155|54320|58183|58849|60820|66366|68444|69038|72094|80348|80685|85328|86722|5134|91684|91816|94668|97776|99011|102372|114098|6029|119130|125435|125982|126746|128265|131114|132284|136379|6643|139330|141158|144911|146863|148392|148709|150548|154459|154828|158032|158384|160134|160356|164154|165054||192437|213803|214447|222840|225977|5134|25950|31881|32057|32939|37147|5134|3342,8145,2013/2/3
2904380,The Boat That Rocked,"Comedy,Drama,Music",0,2009,60332|7.4|0000002311,8607|10999|44614|47080|48819|10529|57856|58303|70118|70349|78896|81173|40136|88706|89335|89969|90188|12019|96594|96694|119318|122127|126042|127278|133818|134521|140947|151475|152529|155467|165338|7547|170888|173732|175352|180905|182995|183901|187395|188537|188563|188960|198919|204929|205242|205529|206250|208290|208431|211601|216149|220670|225248|36050|235834|16737|16739|18516|10999|21315|21869|23910|36714|10999|646,6377,2009/11/15
5215,The Babymakers,"Adventure,Comedy",0,2012,4378|4.7|0001211000,8396|22267|43277|48851|54800|57285|10775|63269|64764|68861|69939|72725|78208|78377|39986|79803|80033|81921|82770|86950|91025|11922|92317|97549|103640|112647|129014|132639|140245|142838|42874|166257|167502||173617|180335|184416|192911|197431|201960|206125|208097|208453|208477|211724|212579|221694|222706|223400|226258|226781|231365|235403|236804|16410|16994|17452|10775|19143|20293|21658|23518|25726|27228|30785|31290|34970|10775|814,5664,2012/8/5
690,Virgil Bliss,"Crime,Drama,Romance",0,2001,192|5.9|1000001111,|12796|46506|48750|53404|53803|56978|58754|5089|89379|23589|91743|99791|5516|136993|140104|152759|161565|4958|5089|5516|193715|204312|222295|17941|11529|12796|28122|30024|12796|357,2798,2002/6/16
53983,Half Nelson,Drama,700000,2006,47620|7.3|0000012211,7744|10458|11456|67136|70008|70756|76005|22920|99933|102723|106006|110160|112930|120181|127350|131503|142909|147614|150108|155501|164121|164747|5|172595|173354|179632|182257|186945|191273|191791|196238|197171|200549|5|202429|203790|213363|214830|215557|220819|222245|232452|233607|10458|19254|20183|23032|24574|26398|27744|28407|29244|30763|31124|37038|11456|2599,5015,2006/8/13
27726210,Jarhead,"Biography,Drama,War",70000000,2005,96116|7|0000013200,9957|39162|43295|45216|46162|49901|54342|57768|58412|62156|66936|67982|70105|70241|70699|75162|76917|77502|78553|79140|81192|81215|21738|82750|84403|88058|23401|90881|91882|92213|98178|99753|100579|12486|106361|107401|109738|110795|112731|113384|114467|115518|116705|119349|121128|121155|122563|122751|124647|125749|128075|128307|129146|13449|133482|134291|134580|135908|137042|143426|143759|145213|145714|147960|153642|157876|159388|166968|167648|6298|173170|175498|183055|189925|200925|203410|219431|220470|229389|18940|21519|23761|29166|37555|13023|797,4406,2005/11/6
4926565,Doomsday,"Action,Sci-Fi",30000000,2008,48644|6|0000122100,9176|12877|44243|49474|49927|55934|57796|61873|61910|18262|66384|66729|67029|68675|5|78291|78378|84342|24532|95810|96380|102384|105623|109285|112640|117404|122444|127332|130887|131962|136723|139388|147332|147921|149662|155138|161922|163404|164260|164935|166446|4052|170176|170704|172226|174939|176973|178224|180284|182240|182696|195940|204783|211118|214126|214128|217188|219296|230525|236611|15017|16896|18262|21094|28087|28735|31146|34258|12877|2210,5189,2008/3/16
5483778,Fired Up!,Comedy,20000000,2009,25475|6|0000122101,8165|11673|54438|69327|75930|79737|11459|85035|86987|89726|93371|97996|99229|100904|102663|110440|124853|125608|127969|128261|131503|138620|141470|143017|150540|156993|158439|161648|162351|163259|166448|5008|168883|173629|175075|177117|177187|179681|179714|180189|180657|182850|186542|186584|187127|187302|187318|187817|189440|191064|191157|191449|192603|192966|194072|194348|198648|199536|203314|206157|208907|208946|210195|210969|211795|212108|214165|214167|214718|215351|215623|215734|216190|218695|219082|219252|220102|220665|221099|221343|222967|223828|224103|224684|225769|226438|227748|228302|228853|231124|236434|19478|11673|23232|23233|25107|37335|37473|11673|10,6269,2009/2/22
39699023,Wild Hogs,"Action,Adventure,Comedy",0,2007,72186|5.9|0000122100,9463|39522|45112|10086|51399|51821|54366|57106|64361|66246|75575|80465|80763|82770|22248|40654|97359|98084|98903|99581|106925|12576|27595|110869|111369|28088|117604|120382|127472|131512|133026|136502|144236|148450|148454|153302|155053|155054|156334|36316|157185|161923|4351|170190|170822|178405|5|185423|186210|189569|191674|195175|213823|220398|225436|225989|230511|230856|231136|20490|21242|27518|29939|13779|32743|33529|33878|35569|14510|10330|1297,5219,2007/3/4
95254,A Man of No Importance,"Comedy,Drama",0,1994,622|6.6|0000022211,8096|39724|48302|52000|66612|75462|79838|83105|101784|102238|102633|103283|103284|106674|113616|127682|131909|132897|137829|139747|143687|145817|156060|161576|6331|177328|181025|181715|186405|188418|189477|207101|214573|219950|18350|19190|20722|29487|34330|35419|12492|2948,339,1994/12/31
16061271,Blade: Trinity,"Action,Adventure,Fantasy,Horror,Sci-Fi,Thriller",65000000,2004,82490|5.8|0000121000,9591|39469|11730|43830|46499|47322|48327|51887|260|53287|39026|66831|68507|68881|11710|92226|93194|93371|94122|105530|109404|117783|118311|30819|132719|134987|135637|136581|137359|137458|32359|142253|142670|143999|145473|149098|34851|150365|150671|151117|158073|158377|166299|4700|5|174094|176093|178914|202139|206241|207143|207980|215058|218261|218380|228000|236200|15564|17282|20937|21278|21786|11730|23756|27152|33551|34851|11730|260,3665,2004/12/12
3231000,Harley Davidson and the Marlboro Man,"Action,Crime,Drama,Thriller,Western",23000000,1991,9907|5.6|0000111101,9618|13487|49561|49865|62104|63098|63103|70200|77711|85277|85572|90004|90944|95383|97304|99243|106442|111816|112104|124684|138186|140867|144866|148350|152481|154104|155888|158917|6522|18211|186664|188103|196746|203571|207935|210755|221812|222928|231369|37711|15341|24069|13487|37454|14841|955,106,1991/8/25
5128,"Patrik 1,5","Comedy,Drama",0,2008,4624|6.8|0000012211,9779|39823|12630|54803|77497|88859|92330|106170|110153|110707|112543|132148|137283|141837|148383|151199|158353|4805|170231|177033|178854|183035|183377|183944|193606|195877|224567|233256|16597|16964|18167|19026|21031|29260|31723|12630|3707,6224,2010/8/8
8704,La mentale,"Action,Crime,Drama,Thriller",0,2002,678|5.4|0000111000,7641|8354|10499|41990|44947|50230|53125|56044|63219|69845|71210|71522|72045|74979|75009|79364|88508|98400|105099|105111|107979|107987|114399|118950|41990|124297|124298|124435|128930|130030|131343|131758|137400|140829|142269|142742|143324|6685|179173|181534|190390|192967|206564|207482|209914|210422|211471|212934|222953|224013|22741|29745|10499|1615,3146,2004/2/16
53349,Canadian Bacon,Comedy,11000000,1995,10943|5.8|0000121100,8373|13139|10068|46495|46889|47935|10218|52379|55289|60966|66011|66871|67055|67720|19562|75439|79696|90113|95130|96011|115940|13139|126859|127177|130022|133575|134697|146412|150515|152716|156726|162273|165948|166021|166252|4118|4119|170017|176211|190699|192316|210332|211691|211697|216990|221686|223868|16710|17567|19908|21905|8373|22836|29378|13139|32968|34441|13139|3688,305,1995/9/25
33417739,Spy Kids 3-D: Game Over,"Action,Adventure,Comedy,Family,Sci-Fi",39000000,2003,24169|4|1111110000,9357|2895|10255|10646|10860|10985|76256|80785|12271|114647|114881|121712|127404|13493|130975|133009|134115|140400|141963|141964|34100|14300|36324|158056|160482|163174|165798|6696|2895|179418|191613|192934|23881|198464|215352|229402|232210|15804|2895|33861|37326|37328|2895|2895,3507,2003/7/27
33526876,The Green Hornet,"Action,Comedy,Crime,Sci-Fi,Thriller",120000000,2011,94274|5.9|0000122100,7712|22708|32700|43470|44399|44555|45575|48133|49363|17415|64415|65469|65939|65946|70624|74133|77465|80001|81392|81522|82501|85084|85411|86023|90480|90920|91013|94307|100875|102049|105446|107066|107734|109367|113206|116449|117946|123535|127172|13390|131649|134204|136987|138234|32700|141212|141360|141472|141500|3251|150934|150999|154814|155608|157344|161671|164225|166711|5361|176206|180630|184533|184536|189635|194707|205617|207084|211154|211175|216109|217171|220064|221509|225978|227157|230312|234394|15118|18921|22708|23201|28442|29749|32653|32700|35417|36330|11701|3097,6039,2011/1/16
3000,Lawson: White Heat,"Action,Comedy",2000,2009,12|2.4|4.....00.4,|4653|60269|64833|66105|68295|71533|4653|71907|72004|72005|20803|79900|79901|80143|5126|23348|12343|1826|109870|114213|114982|117009|118182|28977|132600|153969|157097|167042|167400|167405|4653|5126|212581|4653|20803|5126|23348|1826|28977|4653|1826|1826,7199,2009/5/22
5525,Night at the Golden Eagle,Drama,0,2001,825|5.5|0000111100,8165|13757|44103|47784|60094|72459|73568|74350|98691|99995|121766|122121|125814|126772|13757|141362|159009|4052|197832|206241|206713|213209|228474|16832|19948|28378|31313|13757|33215|33649|13757|3572,2520,2002/4/28
3532,The Taqwacores,Drama,0,2010,345|5.4|1000111102,|26238|14944|73058|77590|100934|114164|119662|124325|135802|138428|155879|157113|166594|4847|184416|190715|204159|208333|15408|18238|26238|31342|14944|14944|2654,6882,2010/10/24
301885,The Virginity Hit,Comedy,3400000,2010,2726|4.4|1001111001,|10492|11801|45873|49612|10290|52292|52679|53703|58583|60764|62782|66528|70373|76094|77354|92605|94012|95917|98620|104186|108199|117748|118202|121982|125734|126458|131122|133925|138433|147430|155477|162606|163632|168351||172246|172337|174552|180647|187942|199479|202559|203740|204123|204346|216102|216135|216611|218780|221288|226057|231386|233806|234032|17792|21377|24025|24323|12976|31839|38228|10492|11801|1196,7669,2010/9/26
5948555,A Perfect Getaway,"Adventure,Mystery,Thriller",14000000,2009,38222|6.5|0000022100,8377|14576|51998|54080|65687|68713|84552|92400|93568|94119|104006|111250|116310|116736|128111|128329|133505|138255|141335|143159|148095|155024|43465|157825|164728|164794|167064|167631|4794|175799|179517|179749|180970|184606|190431|191117|193582|196641|199201|204078|205575|222947|225004|226678|228502|16641|17406|17562|18093|21496|21500|23550|25725|35854|36237|14576|2703,5991,2009/8/9
12231,Dans Paris,"Drama,Romance",1956600,2006,2498|6.3|0000012101,7927|12039|75610|82458|83660|114458|135939|4068|177212|186511|195489|214077|217786|218486|17324|12039|3590,5390,2007/8/12
3045,?? maymun,Drama,0,2008,8957|7.2|0000001212,|39333|529|41034|48975|53992|41034|106205|138354||171033|529|19924|30462|30860|36930|529|3483,6692,2009/3/29
7572,Dans ma peau,"Drama,Horror",0,2002,2512|6.3|0000112100,9432|11084|45302|71203|71337|106853|111837|113855|133902|138465|138535|140899|159221|159917|7106|172299|176624|11084|185529|220252|18210|21192|32627|34949|11084|192,3485,2003/11/9
40969,The Apostle,Drama,5000000,1997,9188|7.1|0000012211,8441|11272|46003|49362|51649|57729|60931|60932|65926|66085|66778|71712|72899|11272|83124|85522|22682|87019|87456|87735|91677|91793|92424|93277|94839|99192|110324|118318|118683|121129|124603|131876|133971|136272|136481|139167|140417|146341|148398|151917|152536|14485|156126|157019|161367|163688|5945|172008|175815|178415|179685|180661|181707|184605|185782|187713|187714|192404|197711|198386|198643|198709|200377|205479|205834|220479|225422|225983|227421|227796|227980|229687|232465|233745|235225|235599|17612|18156|11272|25287|11272|2148,761,1997/12/21
152535747,The Hunger Games,"Action,Adventure,Sci-Fi",78000000,2012,330071|7.2|0000012211,8893|19049|13699|13852|48265|52632|52823|54120|56528|59942|67662|67711|67991|76106|90812|92402|92560|96239|98049|99975|104918|105387|105985|106020|110363|111414|111936|112235|112285|114656|114721|118507|121363|123212|125205|127991|128050|135208|32355|140622|149277|152990|153973|154625|154629|14562|166959|5361|10258|175489|176886|179142|186778|189639|190673|192618|196329|200408|201428|202641|203509|205058|206485|206914|212135|212726|217174|218023|218501|219297|221668|225170|227639|230168|230757|233734|15372|16868|18965|19049|21269|24982|25979|31450|31697|32900|36547|13852|3329,7059,2012/3/25
50081,Motherhood,"Comedy,Drama,Animation,Horror,Short",5000000,2009,2711|4.6|1001210000,8877|391|11162|1849|51105|55367|57265|39470|66645|76276|5|88781|95710|104284|41283|115981|132634|137546|141632|143954|143955|149018|154176|5268|169209|173030|174282|177013|178623|180886|182022|20545|185535|186668|11484|190264|196936|201181|204608|220775|220913|222959|226895|227830|228857|228969|43418|232523|18461|18969|19448|20768|22993|23904|26290|1849|27308|35641|36583|14780|11162|1849|391|1849|3084,6641,2009/10/25
1199,Drool,Comedy,1000000,2009,487|5.3|0000111001,8818|12432|45726|45842|47401|57216|69947|75262|78924|81188|99983|107221|125507|140771|157998|166792|4201|171259|194166|198926|213619|226239|16306|20386|26900|27431|28546|30839|31709|36097|37392|37707|12432|3324,6784,2010/1/24
10733933,Bridget Jones's Diary,"Comedy,Drama,Romance",26000000,2001,106580|6.7|0000012100,8275|10999|39631|21411|45245|45559|47688|50534|38787|51253|55487|55667|57687|57853|60302|60520|60995|65335|73151|74025|74386|78782|79910|87018|87176|96700|97810|102618|105121|110368|113939|114797|117806|131154|132303|140643|141484|145767|163776|166253|4724|169537|170019|172121|174408|174414|179253|183004|195125|195497|197390|198894|200018|205313|208307|208541|211479|214578|42325|225998|226350|227944|234064|38368|16739|18350|18516|21315|21411|23910|28735|12799|905,2419,2001/4/15
32076,Boxing Gym,Documentary,0,2010,198|6.9|0000012211,||111358||||14859|766,7592,2010/11/28
503936,Death Wish V: The Face of Death,"Action,Crime,Drama,Thriller",0,1994,3275|4.2|1011110001,8169|19023|40203|11696|57837|75484|82950|11696|99789|100271|110181|112105|112989|114383|118983|119716|130245|138091|141167|142990|146058|150392|163078|6517|170105|180461|185354|186522|187415|190007|191201|192346|195492|197082|197356|197450|202214|28286|208275|211242|215077|216386|219450|219940|224181|226978|227429|15685|22689|22797|12597|11696|2662,314,1994/1/17
1453844,Milk,"Biography,Drama,History,Short,Fantasy",20000000,2008,90331|7.7|0000002311,8371|9091|9822|10430|11494|22998|12110|14195|35484|45458|46543|47078|48047|48791|48984|49557|49663|10430|54525|39077|57463|57617|57809|57813|60332|60402|61948|63053|64166|65400|66356|66794|68452|68516|68865|69658|70026|72721|75345|75483|77295|79061|81517|81522|81812|81991|83286|85123|8371|86237|86930|86982|87555|87627|87922|88162|88207|88308|89845|90762|93771|93805|94081|94277|94500|96361|96367|96372|98294|99710|102769|104850|105789|106958|107670|107971|110866|27924|112261|115420|116999|117440|119698|120181|123095|123295|125258|125468|127350|129863|130364|13510|132198|133448|134775|136218|136744|136872|136889|139082|139087|139246|32876|142210|146192|146673|150438|150870|152650|157996|159722|159852|160805|162574|163393|163726|164010|166907|167419|167522|4792|6285|174704|175330|176508|176673|179820|181099|183125|184722|186479|188366|196198|196592|197221|197475|198273|202997|206426|206877|207338|207353|209690|215796|217667|219154|225364|225559|226261|227339|229590|230762|230898|231135|231401|231978|233523|233938|235512|10430|361|18942|11494|22998|23505|24495|25195|27741|30980|14195|35484|11494|12110|14195|14610|361|2846|3047,6087,2008/11/30
